,exp_name,AP,Precision,Recall,Forward Pass Time,Postprocess Time,loss,train_loss
1,distill_layer,0.13423230796622265,0.35250482674524947,0.358849694838109,0.04657090733676897,0.008470712386519138,0.7657501466190203,0.594812630701065
