,exp_name,AP,Precision,Recall,Forward Pass Time,Postprocess Time,loss,train_loss
1,distill_conv,0.1721218335771408,0.4007605366008239,0.3924692251991311,0.0504909884972901,0.00890319898021841,0.6960226415823668,0.527363407945633
